field_index,label_value,predictions,confidence
32158,12,12,12
32159,13,13,13
32160,3,3,3
32161,2,2,2
32162,14,14,14
32163,9,9,9
32164,14,14,14
32165,5,5,5
32166,7,7,7
32167,8,8,8
32168,5,5,5
32169,7,7,7
32170,3,3,3
32171,6,6,6
32172,20,20,20
32173,2,2,2
32174,19,19,19
32175,67,67,67
32176,21,21,21
32177,5,5,5
32178,27,27,27
32179,1,1,1
32180,4,4,4
32181,13,13,13
32182,8,8,8
32183,4,4,4
32184,14,14,14
32185,18,18,18
32186,4,4,4
32187,3,3,3
32188,5,5,5
32189,112,112,112
32190,11,11,11
32191,4,4,4
32192,7,7,7
32193,4,4,4
32194,7,7,7
32195,3,3,3
32196,7,7,7
32197,4,4,4
32198,12,12,12
32199,6,6,6
32200,4,4,4
32201,4,4,4
32202,12,12,12
32203,7,7,7
32204,5,5,5
32205,3,3,3
32206,17,17,17
32207,5,5,5
32208,5,5,5
32209,4,4,4
32210,4,4,4
32211,6,6,6
32212,4,4,4
32213,11,11,11
32214,4,4,4
32215,3,3,3
32216,5,5,5
32217,4,4,4
32218,5,5,5
32219,14,14,14
32220,47,47,47
32222,4,4,4
32223,47,47,47
32224,16,16,16
32225,46,46,46
32226,6,6,6
32227,30,30,30
32228,16,16,16
32229,4,4,4
32230,18,18,18
32231,6,6,6
32232,12,12,12
32233,3,3,3
32234,6,6,6
32235,27,27,27
32236,8,8,8
32237,3,3,3
32238,7,7,7
32239,4,4,4
32240,5,5,5
32241,5,5,5
32242,6,6,6
32243,5,5,5
32244,48,48,48
32245,4,4,4
32246,6,6,6
32247,3,3,3
32248,4,4,4
32249,87,87,87
32250,6,6,6
32251,10,10,10
32252,76,76,76
32253,7,7,7
32254,3,3,3
32255,4,4,4
32256,6,6,6
32257,104,104,104
32258,11,11,11
32259,4,4,4
32260,14,14,14
32261,4,4,4
32262,3,3,3
32263,4,4,4
32264,5,5,5
32265,5,5,5
32266,9,9,9
32267,4,4,4
32268,34,34,34
32269,9,9,9
32270,4,4,4
32271,12,12,12
32272,4,4,4
32273,10,10,10
32274,6,6,6
32275,7,7,7
32276,8,8,8
32277,3,3,3
32278,31,31,31
32279,4,4,4
32280,19,19,19
32281,86,86,86
32282,4,4,4
32283,7,7,7
32284,4,4,4
32285,8,8,8
32286,8,8,8
32287,15,15,15
32288,5,5,5
32289,3,3,3
32290,6,6,6
32291,6,6,6
32292,5,5,5
32293,6,6,6
32294,9,9,9
32295,13,13,13
32296,4,4,4
32297,6,6,6
32298,4,4,4
32299,7,7,7
32300,2,2,2
32301,3,3,3
32302,14,14,14
32303,2,2,2
32304,4,4,4
32305,5,5,5
32306,16,16,16
32307,6,6,6
32308,42,42,42
32309,8,8,8
32310,6,6,6
32311,19,19,19
32312,6,6,6
32313,5,5,5
32314,5,5,5
32315,7,7,7
32316,4,4,4
32317,11,11,11
32318,4,4,4
32319,12,12,12
32320,12,12,12
32321,8,8,8
32322,5,5,5
32323,3,3,3
32324,4,4,4
32325,3,3,3
32326,5,5,5
32327,25,25,25
32328,7,7,7
32329,5,5,5
32330,10,10,10
32331,7,7,7
32332,4,4,4
32333,45,45,45
32334,5,5,5
32335,7,7,7
32336,9,9,9
32337,23,23,23
32338,6,6,6
32339,2,2,2
32340,4,4,4
32341,4,4,4
32342,4,4,4
32343,21,21,21
32344,8,8,8
32345,6,6,6
32346,4,4,4
32347,4,4,4
32348,23,23,23
32349,2,2,2
32350,6,6,6
32351,9,9,9
32352,12,12,12
32353,5,5,5
32354,22,22,22
32355,5,5,5
32356,3,3,3
32357,5,5,5
32358,4,4,4
32359,5,5,5
32360,5,5,5
32361,16,16,16
32362,9,9,9
32363,3,3,3
32364,7,7,7
32365,12,12,12
32366,4,4,4
32367,15,15,15
32368,4,4,4
32369,5,5,5
32370,2,2,2
32371,5,5,5
32372,16,16,16
32373,3,3,3
32374,4,4,4
32375,3,3,3
32376,8,8,8
32377,9,9,9
32378,11,11,11
32379,10,10,10
32380,25,25,25
32381,5,5,5
32382,6,6,6
32383,3,3,3
32384,15,15,15
32385,5,5,5
32386,5,5,5
32387,5,5,5
32388,4,4,4
32389,11,11,11
32390,10,10,10
32391,5,5,5
32392,7,7,7
32393,4,4,4
32394,20,20,20
32395,5,5,5
32396,4,4,4
32397,22,22,22
32398,15,15,15
32399,4,4,4
32400,10,10,10
32401,3,3,3
32402,4,4,4
32403,7,7,7
32404,2,2,2
32405,5,5,5
32406,9,9,9
32407,8,8,8
32408,7,7,7
32409,5,5,5
32410,2,2,2
32411,17,17,17
32412,9,9,9
32413,15,15,15
32414,6,6,6
32415,6,6,6
32416,9,9,9
32417,4,4,4
32418,5,5,5
32419,4,4,4
32420,2,2,2
32421,8,8,8
32422,6,6,6
32423,8,8,8
32424,13,13,13
32425,45,45,45
32426,8,8,8
32427,13,13,13
32428,14,14,14
32429,5,5,5
32430,4,4,4
32431,6,6,6
32432,6,6,6
32433,7,7,7
32434,15,15,15
32435,3,3,3
32436,25,25,25
32437,6,6,6
32438,7,7,7
32439,12,12,12
32440,13,13,13
32441,6,6,6
32442,9,9,9
32443,6,6,6
32444,15,15,15
32445,5,5,5
32446,3,3,3
32447,16,16,16
32448,4,4,4
32449,4,4,4
32450,5,5,5
32451,5,5,5
32452,6,6,6
32453,29,29,29
32454,75,75,75
32455,113,113,113
32456,6,6,6
32457,128,128,128
32458,147,147,147
32459,42,42,42
32460,55,55,55
32461,32,32,32
32462,22,22,22
32463,42,42,42
32464,49,49,49
32465,90,90,90
32466,39,39,39
32467,68,68,68
32468,84,84,84
32469,169,169,169
32471,78,78,78
32472,155,155,155
32473,45,45,45
32474,59,59,59
32475,44,44,44
32476,14,14,14
32478,23,23,23
32479,9,9,9
32480,36,36,36
32482,96,96,96
32483,52,52,52
32484,155,155,155
32485,22,22,22
32486,40,40,40
32487,16,16,16
32488,9,9,9
32489,132,132,132
32490,6,6,6
32491,52,52,52
32492,84,84,84
32493,40,40,40
32494,21,21,21
32495,81,81,81
32496,6,6,6
32497,96,96,96
32498,44,44,44
32499,69,69,69
32500,27,27,27
32501,22,22,22
32502,95,95,95
32503,25,25,25
32504,77,77,77
32505,33,33,33
32506,103,103,103
32507,51,51,51
32508,43,43,43
32509,46,46,46
32510,43,43,43
32511,66,66,66
32512,62,62,62
32513,34,34,34
32514,35,35,35
32515,40,40,40
32516,67,67,67
32517,139,139,139
32518,81,81,81
32519,96,96,96
32520,52,52,52
32521,136,136,136
32522,52,52,52
32523,13,13,13
32524,139,139,139
32525,26,26,26
32526,62,62,62
32527,33,33,33
32528,28,28,28
32529,10,10,10
32530,31,31,31
32531,70,70,70
32532,34,34,34
32533,34,34,34
32534,37,37,37
32535,24,24,24
32536,19,19,19
32537,11,11,11
32538,69,69,69
32539,28,28,28
32540,55,55,55
32541,152,152,152
32542,86,86,86
32543,92,92,92
32544,40,40,40
32545,25,25,25
32546,14,14,14
32547,36,36,36
32548,83,83,83
32549,75,75,75
32550,47,47,47
32551,52,52,52
32552,166,166,166
32553,7,7,7
32554,54,54,54
32555,7,7,7
32556,60,60,60
32557,4,4,4
32558,22,22,22
32559,10,10,10
32560,40,40,40
32561,94,94,94
32562,43,43,43
32563,6,6,6
32564,26,26,26
32565,26,26,26
32566,30,30,30
32567,79,79,79
32568,56,56,56
32569,18,18,18
32570,45,45,45
32571,84,84,84
32572,74,74,74
32573,59,59,59
32574,153,153,153
32575,41,41,41
32576,53,53,53
32577,127,127,127
32578,110,110,110
32579,33,33,33
32580,61,61,61
32581,42,42,42
32582,34,34,34
32583,48,48,48
32584,80,80,80
32585,57,57,57
32586,15,15,15
32587,18,18,18
32588,18,18,18
32589,31,31,31
32590,44,44,44
32591,49,49,49
32592,16,16,16
32593,21,21,21
32594,37,37,37
32595,140,140,140
32596,142,142,142
32597,63,63,63
32598,32,32,32
32599,82,82,82
32600,108,108,108
32601,150,150,150
32602,12,12,12
32603,49,49,49
32604,16,16,16
32605,62,62,62
32606,104,104,104
32607,63,63,63
32608,63,63,63
32609,37,37,37
32610,17,17,17
32611,56,56,56
32612,43,43,43
32613,23,23,23
32614,5,5,5
32615,27,27,27
32616,90,90,90
32617,80,80,80
32618,35,35,35
32619,106,106,106
32620,25,25,25
32621,48,48,48
32622,26,26,26
32623,124,124,124
32624,56,56,56
32625,49,49,49
32626,21,21,21
32627,13,13,13
32628,115,115,115
32629,66,66,66
32630,86,86,86
32631,37,37,37
32632,46,46,46
32633,26,26,26
32634,81,81,81
32635,60,60,60
32636,82,82,82
32637,19,19,19
32638,83,83,83
32639,13,13,13
32640,85,85,85
32641,38,38,38
32642,33,33,33
32643,44,44,44
32644,37,37,37
32645,93,93,93
32646,67,67,67
32647,98,98,98
32648,21,21,21
32649,69,69,69
32650,61,61,61
32651,92,92,92
32652,66,66,66
32653,171,171,171
32654,34,34,34
32655,99,99,99
32656,24,24,24
32657,96,96,96
32658,8,8,8
32659,43,43,43
32660,17,17,17
32661,14,14,14
32662,37,37,37
32663,51,51,51
32664,113,113,113
32665,18,18,18
32666,32,32,32
32667,138,138,138
32668,7,7,7
32669,66,66,66
32670,24,24,24
32671,95,95,95
32672,37,37,37
32673,53,53,53
32674,100,100,100
32675,19,19,19
32676,51,51,51
32677,56,56,56
32678,43,43,43
32679,86,86,86
32680,51,51,51
32681,77,77,77
32682,46,46,46
32683,168,168,168
32684,20,20,20
32685,63,63,63
32686,61,61,61
32687,62,62,62
32688,40,40,40
32689,106,106,106
32690,60,60,60
32691,39,39,39
32692,151,151,151
32693,25,25,25
32694,6,6,6
32695,17,17,17
32696,67,67,67
32697,50,50,50
32698,13,13,13
32699,14,14,14
32700,20,20,20
32701,57,57,57
32702,167,167,167
32703,106,106,106
32704,18,18,18
32705,53,53,53
32706,21,21,21
32707,42,42,42
32708,101,101,101
32709,44,44,44
32710,33,33,33
32711,8,8,8
32712,23,23,23
32713,100,100,100
32714,23,23,23
32715,15,15,15
32716,52,52,52
32717,21,21,21
32718,44,44,44
32719,32,32,32
32720,53,53,53
32721,12,12,12
32722,111,111,111
32723,75,75,75
32724,16,16,16
32725,127,127,127
32726,18,18,18
32727,31,31,31
32728,66,66,66
32729,39,39,39
32730,65,65,65
32731,103,103,103
32732,75,75,75
32733,11,11,11
32734,174,174,174
32735,31,31,31
32736,30,30,30
32737,42,42,42
32738,48,48,48
32739,99,99,99
32740,143,143,143
32741,24,24,24
32742,50,50,50
32743,35,35,35
32744,80,80,80
32745,23,23,23
32746,149,149,149
32747,67,67,67
32748,94,94,94
32749,32,32,32
32750,109,109,109
32751,18,18,18
32752,29,29,29
32753,104,104,104
32754,27,27,27
32755,13,13,13
32756,102,102,102
32757,94,94,94
32758,63,63,63
32759,116,116,116
32760,96,96,96
32761,36,36,36
32762,20,20,20
32763,54,54,54
32764,72,72,72
32765,22,22,22
32766,153,153,153
32767,38,38,38
32768,74,74,74
32769,48,48,48
32770,19,19,19
32771,20,20,20
32772,55,55,55
32773,66,66,66
32774,6,6,6
32775,158,158,158
32776,20,20,20
32777,80,80,80
32778,42,42,42
32779,109,109,109
32780,50,50,50
32781,107,107,107
32782,26,26,26
32783,27,27,27
32784,32,32,32
32785,17,17,17
32786,29,29,29
32787,17,17,17
32788,7,7,7
32789,30,30,30
32790,115,115,115
32791,48,48,48
32792,24,24,24
32793,35,35,35
32794,72,72,72
32795,29,29,29
32796,33,33,33
32797,51,51,51
32798,4,4,4
32799,25,25,25
32800,114,114,114
32801,59,59,59
32802,46,46,46
32803,58,58,58
32804,53,53,53
32805,27,27,27
32806,54,54,54
32807,47,47,47
32808,28,28,28
32809,12,12,12
32810,61,61,61
32811,8,8,8
32812,101,101,101
32813,85,85,85
32814,94,94,94
32815,65,65,65
32816,98,98,98
32817,74,74,74
32818,109,109,109
32819,85,85,85
32820,28,28,28
32821,22,22,22
32822,110,110,110
32823,61,61,61
32824,10,10,10
32825,54,54,54
32826,133,133,133
32827,165,165,165
32828,21,21,21
32829,44,44,44
32830,33,33,33
32831,75,75,75
32832,153,153,153
32833,128,128,128
32834,70,70,70
32835,81,81,81
32836,15,15,15
32837,110,110,110
32838,62,62,62
32839,86,86,86
32840,112,112,112
32841,43,43,43
32842,62,62,62
32843,51,51,51
32844,83,83,83
32845,80,80,80
32846,12,12,12
32847,36,36,36
32848,37,37,37
32849,18,18,18
32850,69,69,69
32851,134,134,134
32852,28,28,28
32853,35,35,35
32854,16,16,16
32855,70,70,70
32856,106,106,106
32857,77,77,77
32858,69,69,69
32859,49,49,49
32860,96,96,96
32861,146,146,146
32862,48,48,48
32863,57,57,57
32864,54,54,54
32865,58,58,58
32866,60,60,60
32867,57,57,57
32868,85,85,85
32869,15,15,15
32870,17,17,17
32871,15,15,15
32872,158,158,158
32873,10,10,10
32874,82,82,82
32875,31,31,31
32876,79,79,79
32877,45,45,45
32878,54,54,54
32879,164,164,164
32880,124,124,124
32881,84,84,84
32882,18,18,18
32883,97,97,97
32884,39,39,39
32885,111,111,111
32886,111,111,111
32887,40,40,40
32888,29,29,29
32889,12,12,12
32890,107,107,107
32891,71,71,71
32892,86,86,86
32893,68,68,68
32894,49,49,49
32895,130,130,130
32896,52,52,52
32897,130,130,130
32898,44,44,44
32899,32,32,32
32900,26,26,26
32901,62,62,62
32902,57,57,57
32903,4,4,4
32904,45,45,45
32905,29,29,29
32906,94,94,94
32907,35,35,35
32908,38,38,38
32909,125,125,125
32910,31,31,31
32911,21,21,21
32912,129,129,129
32913,72,72,72
32914,51,51,51
32915,76,76,76
32916,8,8,8
32917,14,14,14
32918,69,69,69
32919,26,26,26
32920,66,66,66
32921,36,36,36
32922,35,35,35
32923,71,71,71
32924,34,34,34
32925,11,11,11
32926,167,167,167
32927,54,54,54
32928,153,153,153
32929,80,80,80
32930,64,64,64
32931,63,63,63
32932,142,142,142
32933,89,89,89
32934,31,31,31
32935,109,109,109
32936,32,32,32
32937,98,98,98
32938,32,32,32
32939,11,11,11
32940,39,39,39
32941,14,14,14
32942,24,24,24
32943,47,47,47
32944,6,6,6
32945,8,8,8
32946,58,58,58
32947,39,39,39
32948,37,37,37
32949,28,28,28
32950,40,40,40
32951,26,26,26
32952,54,54,54
32953,3,3,3
32954,24,24,24
32955,55,55,55
32956,108,108,108
32957,77,77,77
32958,34,34,34
32959,21,21,21
32960,63,63,63
32961,25,25,25
32962,25,25,25
32963,85,85,85
32964,82,82,82
32965,60,60,60
32966,87,87,87
32967,25,25,25
32968,23,23,23
32969,98,98,98
32970,14,14,14
32971,54,54,54
32972,6,6,6
32973,89,89,89
32974,171,171,171
32975,33,33,33
32976,44,44,44
32977,80,80,80
32978,5,5,5
32979,104,104,104
32980,166,166,166
32981,14,14,14
32982,10,10,10
32983,110,110,110
32984,85,85,85
32985,153,153,153
32986,26,26,26
32987,80,80,80
32988,86,86,86
32989,67,67,67
32990,143,143,143
32991,49,49,49
32992,112,112,112
32993,73,73,73
32994,48,48,48
32995,61,61,61
32996,33,33,33
32997,137,137,137
32998,73,73,73
32999,10,10,10
33000,27,27,27
33001,47,47,47
33002,41,41,41
33003,73,73,73
33004,8,8,8
33005,27,27,27
33006,29,29,29
33007,29,29,29
33008,50,50,50
33009,24,24,24
33010,42,42,42
33011,58,58,58
33012,14,14,14
33013,72,72,72
33014,25,25,25
33015,58,58,58
33016,69,69,69
33017,45,45,45
33018,9,9,9
33019,25,25,25
33020,110,110,110
33021,29,29,29
33022,32,32,32
33023,18,18,18
33024,13,13,13
33025,50,50,50
33026,27,27,27
33027,43,43,43
33028,63,63,63
33029,35,35,35
33030,142,142,142
33031,17,17,17
33032,56,56,56
33033,108,108,108
33034,10,10,10
33035,24,24,24
33036,49,49,49
33037,72,72,72
33038,85,85,85
33039,133,133,133
33040,63,63,63
33041,11,11,11
33042,38,38,38
33043,15,15,15
33044,41,41,41
33045,106,106,106
33046,66,66,66
33047,72,72,72
33048,51,51,51
33049,59,59,59
33050,69,69,69
33051,40,40,40
33052,72,72,72
33053,68,68,68
33054,77,77,77
33055,70,70,70
33056,128,128,128
33057,11,11,11
33058,43,43,43
33059,23,23,23
33060,33,33,33
33061,56,56,56
33062,52,52,52
33063,10,10,10
33064,8,8,8
33065,38,38,38
33066,141,141,141
33067,35,35,35
33068,24,24,24
33069,56,56,56
33070,17,17,17
33071,12,12,12
33072,88,88,88
33073,20,20,20
33074,62,62,62
33075,18,18,18
33076,7,7,7
33077,110,110,110
33078,48,48,48
33079,85,85,85
33080,171,171,171
33081,59,59,59
33082,45,45,45
33083,57,57,57
33084,81,81,81
33085,173,173,173
33086,111,111,111
33087,78,78,78
33088,29,29,29
33089,42,42,42
33090,97,97,97
33091,58,58,58
33092,51,51,51
33093,62,62,62
33094,134,134,134
33095,27,27,27
33096,20,20,20
33097,27,27,27
33098,128,128,128
33099,83,83,83
33100,27,27,27
33101,153,153,153
33102,18,18,18
33103,38,38,38
33104,64,64,64
33105,99,99,99
33106,8,8,8
33107,34,34,34
33108,49,49,49
33109,14,14,14
33110,127,127,127
33111,42,42,42
33112,77,77,77
33113,30,30,30
33114,6,6,6
33115,7,7,7
33116,96,96,96
33117,145,145,145
33118,13,13,13
33119,36,36,36
33120,26,26,26
33121,12,12,12
33122,17,17,17
33123,37,37,37
33124,123,123,123
33125,87,87,87
33126,44,44,44
33127,18,18,18
33128,66,66,66
33129,27,27,27
33130,8,8,8
33131,96,96,96
33132,26,26,26
33133,68,68,68
33134,25,25,25
33135,13,13,13
33136,22,22,22
33137,38,38,38
33138,52,52,52
33139,91,91,91
33140,88,88,88
33141,54,54,54
33142,21,21,21
33143,111,111,111
33144,25,25,25
33145,19,19,19
33146,36,36,36
33147,103,103,103
33148,50,50,50
33149,12,12,12
33150,26,26,26
33151,25,25,25
33152,32,32,32
33153,70,70,70
33154,67,67,67
33155,40,40,40
33156,91,91,91
33157,46,46,46
33158,7,7,7
33159,138,138,138
33160,96,96,96
33161,18,18,18
33162,13,13,13
33163,32,32,32
33164,55,55,55
33165,9,9,9
33166,27,27,27
33167,38,38,38
33168,62,62,62
33169,78,78,78
33170,48,48,48
33171,20,20,20
33172,31,31,31
33173,22,22,22
33174,25,25,25
33175,31,31,31
33176,48,48,48
33177,121,121,121
33178,112,112,112
33179,63,63,63
33180,21,21,21
33181,78,78,78
33182,5,5,5
33183,11,11,11
33184,53,53,53
33185,28,28,28
33186,59,59,59
33187,16,16,16
33188,60,60,60
33189,149,149,149
33190,113,113,113
33191,58,58,58
33192,29,29,29
33193,44,44,44
33194,73,73,73
33195,50,50,50
33196,6,6,6
33197,32,32,32
33198,134,134,134
33199,34,34,34
33200,44,44,44
33201,109,109,109
33202,17,17,17
33203,20,20,20
33204,63,63,63
33205,71,71,71
33206,9,9,9
33207,30,30,30
33208,52,52,52
33209,23,23,23
33210,4,4,4
33211,174,174,174
33212,26,26,26
33213,10,10,10
33214,30,30,30
33215,47,47,47
33216,36,36,36
33217,120,120,120
33218,55,55,55
33219,41,41,41
33220,115,115,115
33221,82,82,82
33222,27,27,27
33223,34,34,34
33224,46,46,46
33225,32,32,32
33226,19,19,19
33227,174,174,174
33228,13,13,13
33229,70,70,70
33230,13,13,13
33231,129,129,129
33232,38,38,38
33233,102,102,102
33234,28,28,28
33235,5,5,5
33236,64,64,64
33237,42,42,42
33238,67,67,67
33239,9,9,9
33240,8,8,8
33241,58,58,58
33242,52,52,52
33243,54,54,54
33244,44,44,44
33245,28,28,28
33246,34,34,34
33247,19,19,19
33248,42,42,42
33249,24,24,24
33250,19,19,19
33251,130,130,130
33252,10,10,10
33253,100,100,100
33254,19,19,19
33255,82,82,82
33256,16,16,16
33257,14,14,14
33258,11,11,11
33259,42,42,42
33260,145,145,145
33261,35,35,35
33262,84,84,84
33263,19,19,19
33264,15,15,15
33265,31,31,31
33266,88,88,88
33267,12,12,12
33268,37,37,37
33269,127,127,127
33270,105,105,105
33271,46,46,46
33272,17,17,17
33273,19,19,19
33274,68,68,68
33275,15,15,15
33276,34,34,34
33277,40,40,40
33278,17,17,17
33279,38,38,38
33280,69,69,69
33281,17,17,17
33282,130,130,130
33283,22,22,22
33284,22,22,22
33285,83,83,83
33286,65,65,65
33287,64,64,64
33288,38,38,38
33289,59,59,59
33290,28,28,28
33291,21,21,21
33292,26,26,26
33293,15,15,15
33294,39,39,39
33295,28,28,28
33296,123,123,123
33297,19,19,19
33298,21,21,21
33299,48,48,48
33300,43,43,43
33301,40,40,40
33302,35,35,35
33303,40,40,40
33304,82,82,82
33305,33,33,33
33306,13,13,13
33307,36,36,36
33308,113,113,113
33309,114,114,114
33310,151,151,151
33311,21,21,21
33312,104,104,104
33313,87,87,87
33314,67,67,67
33315,155,155,155
33316,36,36,36
33317,13,13,13
33318,28,28,28
33319,20,20,20
33320,36,36,36
33321,85,85,85
33322,100,100,100
33323,49,49,49
33324,17,17,17
33325,43,43,43
33326,35,35,35
33327,43,43,43
33328,40,40,40
33329,12,12,12
33330,8,8,8
33331,22,22,22
33332,22,22,22
33333,120,120,120
33334,169,169,169
33335,111,111,111
33336,83,83,83
33337,33,33,33
33338,31,31,31
33339,61,61,61
33340,42,42,42
33341,115,115,115
33342,15,15,15
33343,71,71,71
33344,128,128,128
33345,77,77,77
33346,32,32,32
33347,36,36,36
33348,133,133,133
33349,82,82,82
33350,53,53,53
33351,19,19,19
33352,37,37,37
33353,31,31,31
33354,55,55,55
33355,18,18,18
33356,44,44,44
33357,35,35,35
33358,72,72,72
33359,31,31,31
33360,45,45,45
33361,68,68,68
33362,120,120,120
33363,68,68,68
33364,16,16,16
33365,16,16,16
33366,29,29,29
33367,119,119,119
33368,75,75,75
33369,14,14,14
33370,48,48,48
33371,68,68,68
33372,18,18,18
33373,25,25,25
33374,51,51,51
33375,151,151,151
33376,90,90,90
33377,64,64,64
33378,19,19,19
33379,28,28,28
33380,82,82,82
33381,65,65,65
33382,45,45,45
33383,58,58,58
33384,19,19,19
33385,83,83,83
33386,37,37,37
33387,102,102,102
33388,21,21,21
33389,52,52,52
33390,45,45,45
33391,10,10,10
33392,30,30,30
33393,67,67,67
33394,173,173,173
33395,51,51,51
33396,90,90,90
33397,85,85,85
33398,37,37,37
33399,14,14,14
33400,56,56,56
33401,30,30,30
33402,97,97,97
33403,17,17,17
33404,123,123,123
33405,116,116,116
33406,137,137,137
33407,110,110,110
33408,50,50,50
33409,97,97,97
33410,19,19,19
33411,39,39,39
33412,160,160,160
33413,60,60,60
33414,54,54,54
33415,167,167,167
33416,128,128,128
33417,59,59,59
33418,27,27,27
33419,140,140,140
33420,106,106,106
33421,25,25,25
33422,79,79,79
33423,76,76,76
33424,71,71,71
33425,87,87,87
33426,50,50,50
33427,8,8,8
33428,82,82,82
33429,87,87,87
33430,62,62,62
33431,91,91,91
33432,27,27,27
33433,152,152,152
33434,60,60,60
33435,70,70,70
33436,131,131,131
33437,107,107,107
33438,60,60,60
33439,32,32,32
33440,78,78,78
33441,41,41,41
33442,13,13,13
33443,14,14,14
33444,124,124,124
33445,94,94,94
33446,42,42,42
33447,40,40,40
33448,84,84,84
33449,72,72,72
33450,119,119,119
33451,26,26,26
33452,128,128,128
33453,123,123,123
33454,69,69,69
33455,46,46,46
33456,55,55,55
33457,36,36,36
33458,60,60,60
33459,49,49,49
33460,37,37,37
33461,54,54,54
33462,29,29,29
33463,43,43,43
33464,60,60,60
33465,49,49,49
33466,28,28,28
33467,45,45,45
33468,41,41,41
33469,123,123,123
33470,6,6,6
33471,43,43,43
33472,10,10,10
33473,66,66,66
33474,23,23,23
33475,79,79,79
33476,17,17,17
33477,61,61,61
33478,24,24,24
33479,29,29,29
33480,48,48,48
33481,37,37,37
33482,120,120,120
33483,110,110,110
33484,12,12,12
33485,32,32,32
33486,55,55,55
33487,7,7,7
33488,38,38,38
33489,49,49,49
33490,24,24,24
33491,45,45,45
33492,54,54,54
33493,113,113,113
33494,53,53,53
33495,77,77,77
33496,32,32,32
33497,94,94,94
33498,126,126,126
33499,73,73,73
33500,32,32,32
33501,157,157,157
33502,21,21,21
33503,8,8,8
33504,26,26,26
33505,87,87,87
33506,46,46,46
33507,76,76,76
33508,134,134,134
33509,122,122,122
33510,22,22,22
33511,152,152,152
33512,54,54,54
33513,41,41,41
33514,6,6,6
33515,60,60,60
33516,17,17,17
33517,78,78,78
33518,24,24,24
33519,19,19,19
33520,43,43,43
33521,104,104,104
33522,13,13,13
33523,11,11,11
33524,71,71,71
33525,13,13,13
33526,19,19,19
33527,9,9,9
33528,16,16,16
33529,34,34,34
33530,59,59,59
33531,92,92,92
33532,37,37,37
33533,58,58,58
33534,9,9,9
33535,13,13,13
33536,36,36,36
33537,40,40,40
33538,45,45,45
33539,21,21,21
33540,16,16,16
33541,70,70,70
33542,21,21,21
33543,155,155,155
33544,41,41,41
33545,22,22,22
33546,49,49,49
33547,119,119,119
33548,101,101,101
33549,39,39,39
33550,83,83,83
33551,46,46,46
33552,174,174,174
33553,74,74,74
33554,30,30,30
33555,102,102,102
33556,33,33,33
33557,28,28,28
33558,126,126,126
33559,92,92,92
33560,113,113,113
33561,37,37,37
33562,24,24,24
33563,31,31,31
33564,15,15,15
33565,63,63,63
33566,87,87,87
33567,7,7,7
33568,45,45,45
33569,15,15,15
33570,171,171,171
33571,47,47,47
33572,21,21,21
33573,17,17,17
33574,144,144,144
33575,19,19,19
33576,78,78,78
33577,48,48,48
33578,115,115,115
33579,9,9,9
33580,94,94,94
33581,46,46,46
33582,23,23,23
33583,16,16,16
33584,31,31,31
33585,126,126,126
33586,59,59,59
33587,27,27,27
33588,143,143,143
33589,42,42,42
33590,62,62,62
33591,33,33,33
33592,14,14,14
33593,37,37,37
33594,39,39,39
33595,10,10,10
33596,27,27,27
33597,128,128,128
33598,77,77,77
33599,7,7,7
33600,32,32,32
33601,151,151,151
33602,106,106,106
33603,37,37,37
33604,29,29,29
33605,55,55,55
33606,135,135,135
33607,17,17,17
33608,17,17,17
33609,18,18,18
33610,76,76,76
33611,56,56,56
33612,39,39,39
33613,172,172,172
33614,72,72,72
33615,25,25,25
33616,113,113,113
33617,10,10,10
33618,26,26,26
33619,29,29,29
33620,26,26,26
33621,86,86,86
33622,20,20,20
33623,44,44,44
33624,83,83,83
33625,107,107,107
33626,12,12,12
33627,29,29,29
33628,101,101,101
33629,9,9,9
33630,35,35,35
33631,16,16,16
33632,104,104,104
33633,11,11,11
33634,39,39,39
33635,40,40,40
33636,61,61,61
33637,35,35,35
33638,20,20,20
33639,26,26,26
33640,52,52,52
33641,21,21,21
33642,64,64,64
33643,114,114,114
33644,74,74,74
33645,11,11,11
33646,9,9,9
33647,45,45,45
33648,67,67,67
33649,28,28,28
33650,98,98,98
33651,71,71,71
33652,167,167,167
33653,86,86,86
33654,33,33,33
33655,39,39,39
33656,81,81,81
33657,77,77,77
33658,67,67,67
33659,16,16,16
33660,49,49,49
33661,58,58,58
33662,14,14,14
33663,74,74,74
33664,146,146,146
33665,25,25,25
33666,66,66,66
33667,18,18,18
33668,109,109,109
33669,32,32,32
33670,58,58,58
33671,37,37,37
33672,111,111,111
33673,43,43,43
33674,16,16,16
33675,90,90,90
33676,5,5,5
33677,98,98,98
33678,151,151,151
33679,169,169,169
33680,70,70,70
33681,55,55,55
33682,95,95,95
33683,20,20,20
33684,29,29,29
33685,144,144,144
33686,7,7,7
33687,125,125,125
33688,51,51,51
33689,52,52,52
33690,170,170,170
33691,70,70,70
33692,104,104,104
33693,171,171,171
33694,123,123,123
33695,76,76,76
33696,46,46,46
33697,97,97,97
33698,40,40,40
33699,38,38,38
33700,22,22,22
33701,40,40,40
33702,72,72,72
33703,12,12,12
33704,43,43,43
33705,60,60,60
33706,73,73,73
33707,120,120,120
33708,31,31,31
33709,14,14,14
33710,39,39,39
33711,10,10,10
33712,45,45,45
33713,51,51,51
33714,76,76,76
