field_index,field_id,area_m2,normalized_label,year,geometry,label,label_index,label_value,predictions,confidence,n_pixels
18113,f8e54247-9024-466f-a2ff-de5eca2d3808,8482.654811697686,fallow,2022,"POLYGON ((1.750477 49.455105, 1.750461 49.455122, 1.750659 49.455249, 1.750757 49.455312, 1.750806 49.45538, 1.750854 49.455447, 1.751148 49.455616, 1.751276 49.45568, 1.75127 49.45571, 1.751263 49.45574, 1.751177 49.455895, 1.75111 49.456104, 1.75108 49.456221, 1.750801 49.456446, 1.750191 49.45664, 1.749912 49.456919, 1.749799 49.456996, 1.749514 49.457223, 1.749312 49.457525, 1.748612 49.458072, 1.748382 49.458145, 1.748122 49.458345, 1.747859 49.458546, 1.747831 49.45865, 1.747801 49.458755, 1.747786 49.458808, 1.747771 49.45886, 1.747779 49.458944, 1.747794 49.459113, 1.747726 49.459221, 1.747657 49.459327, 1.747276 49.459638, 1.747103 49.459747, 1.746919 49.459859, 1.746818 49.459946, 1.746713 49.460029, 1.746508 49.460199, 1.746297 49.460341, 1.746121 49.460428, 1.745995 49.460489, 1.745874 49.460622, 1.745692 49.460892, 1.745597 49.460925, 1.745532 49.460948, 1.745511 49.460953, 1.745216 49.460835, 1.744326 49.460481, 1.745362 49.460882, 1.745436 49.460806, 1.745533 49.460845, 1.745585 49.460827, 1.745748 49.460586, 1.745756 49.460576, 1.745876 49.460443, 1.745912 49.460418, 1.746205 49.460274, 1.746404 49.460139, 1.746811 49.459803, 1.746824 49.459794, 1.747174 49.459577, 1.747538 49.459281, 1.747655 49.459098, 1.747634 49.458865, 1.747636 49.458844, 1.747724 49.458529, 1.747735 49.458507, 1.747754 49.458487, 1.748277 49.458087, 1.748322 49.458064, 1.748525 49.458, 1.749193 49.457477, 1.749387 49.457187, 1.749407 49.457166, 1.749693 49.456939, 1.7497 49.456933, 1.749804 49.456863, 1.750076 49.456591, 1.7501 49.456573, 1.750131 49.456559, 1.750713 49.456374, 1.75095 49.456183, 1.750974 49.456089, 1.750975 49.456085, 1.751042 49.455876, 1.751047 49.455864, 1.751128 49.455719, 1.751064 49.455687, 1.751057 49.455683, 1.750763 49.455515, 1.75073 49.455485, 1.750643 49.455364, 1.750266 49.455123, 1.750327 49.455083, 1.750477 49.455105))",Fallow,28,,,,
18211,aedc4802-ee74-498b-91ae-cb46902eb1ce,2242.550006278324,fallow,2022,"POLYGON ((2.32091 49.915921, 2.320753 49.915827, 2.320651 49.915754, 2.322277 49.915678, 2.32229 49.915831, 2.322293 49.915872, 2.320991 49.915918, 2.32091 49.915921))",Fallow,28,,,,
18419,cc89cf72-617c-43f3-ac8d-06858bcec285,2863.959031265633,fallow,2022,"POLYGON ((2.643825 49.570436, 2.646514 49.570507, 2.646292 49.570641, 2.643624 49.570556, 2.643825 49.570436))",Fallow,28,,,,
18499,c57c8961-d770-406c-9b4e-caf52fe6d255,2189.334120620259,fallow,2022,"POLYGON ((2.532816 49.359464, 2.532739 49.359672, 2.531931 49.359672, 2.531601 49.359609, 2.531602 49.359503, 2.531789 49.35945, 2.532071 49.359432, 2.532841 49.359409, 2.532816 49.359464))",Fallow,28,,,,
19839,f55668b7-9164-4df6-8cec-d45e69a9e2a8,14954.048620862335,fallow,2022,"POLYGON ((1.575657 49.971585, 1.575371 49.971808, 1.575455 49.972264, 1.575679 49.972601, 1.575228 49.972681, 1.574869 49.971614, 1.574248 49.970089, 1.574372 49.97005, 1.574841 49.970019, 1.57516 49.970066, 1.575103 49.9703, 1.574913 49.970464, 1.574919 49.970675, 1.575317 49.970659, 1.575656 49.970783, 1.57588 49.970987, 1.575759 49.971193, 1.575754 49.971376, 1.575657 49.971585))",Fallow,28,,,,
19999,51cc9ff4-83a6-4305-b4b0-9736467dc930,2741.8037208483233,fallow,2022,"POLYGON ((2.70111 49.36933, 2.701135 49.369127, 2.701967 49.369139, 2.702809 49.369164, 2.702825 49.369372, 2.702252 49.369345, 2.701516 49.369331, 2.701289 49.369328, 2.70111 49.36933))",Fallow,28,,,,
20103,cadf19c9-3ab4-4ead-9319-d13333083537,11131.249427488174,fallow,2022,"POLYGON ((1.713174 49.240025, 1.713181 49.240093, 1.713269 49.241064, 1.713363 49.241989, 1.713376 49.24216, 1.713393 49.242301, 1.713406 49.242408, 1.713303 49.242393, 1.713269 49.242229, 1.713212 49.242119, 1.713087 49.242064, 1.712811 49.242046, 1.712726 49.242023, 1.712692 49.241602, 1.712686 49.240938, 1.712651 49.240373, 1.712566 49.239915, 1.712471 49.239538, 1.712427 49.239357, 1.712554 49.239582, 1.712584 49.239616, 1.712616 49.239661, 1.712642 49.23969, 1.712681 49.239726, 1.712727 49.239767, 1.712795 49.239815, 1.712845 49.239851, 1.712931 49.239917, 1.713006 49.23996, 1.713105 49.240003, 1.713139 49.240013, 1.713191 49.240027, 1.713191 49.24003, 1.713174 49.240025))",Fallow,28,,,,
20130,2cdba452-0067-4d8e-9713-02cd9ce90c1a,5107.232890600668,fallow,2022,"POLYGON ((1.79806 49.266332, 1.798159 49.266294, 1.798165 49.266302, 1.798224 49.26637, 1.798068 49.266417, 1.79805 49.266391, 1.797753 49.266502, 1.797414 49.266611, 1.796772 49.266873, 1.796578 49.266912, 1.796412 49.266955, 1.795978 49.267173, 1.795709 49.267319, 1.79531 49.267451, 1.79434 49.267894, 1.793658 49.268135, 1.792048 49.26875, 1.79159 49.268886, 1.791174 49.268967, 1.791066 49.268988, 1.790411 49.269259, 1.790209 49.26936, 1.790023 49.269472, 1.789727 49.269692, 1.789386 49.269892, 1.788822 49.270216, 1.7885 49.27039, 1.78813 49.270568, 1.787957 49.270646, 1.787337 49.270908, 1.787184 49.270989, 1.786887 49.271184, 1.786847 49.271138, 1.787034 49.271024, 1.787264 49.270892, 1.787604 49.270758, 1.787945 49.270616, 1.788107 49.270547, 1.788295 49.270457, 1.78851 49.270296, 1.788637 49.270256, 1.78876 49.27019, 1.789003 49.270057, 1.789252 49.269902, 1.789675 49.269657, 1.790288 49.269265, 1.790513 49.269153, 1.790755 49.269047, 1.791032 49.268956, 1.791189 49.268923, 1.791346 49.268896, 1.791613 49.268813, 1.791906 49.268738, 1.792485 49.268543, 1.793022 49.268338, 1.793255 49.268237, 1.79349 49.268143, 1.794267 49.267882, 1.79495 49.267547, 1.795192 49.267445, 1.79569 49.26725, 1.795937 49.267132, 1.796172 49.267012, 1.79637 49.266887, 1.79668 49.266857, 1.796933 49.266755, 1.797546 49.266493, 1.797697 49.266429, 1.798017 49.266342, 1.79806 49.266332))",Fallow,28,,,,
20139,f25479fd-cad2-4045-b526-991d7969c86c,10419.104968758405,fallow,2022,"POLYGON ((1.773723 49.291488, 1.773562 49.292001, 1.773355 49.292499, 1.772719 49.292255, 1.772212 49.292083, 1.772214 49.292083, 1.77227 49.291931, 1.77233 49.291549, 1.772399 49.291159, 1.772698 49.291238, 1.773159 49.29135, 1.773528 49.29144, 1.773723 49.291488))",Fallow,28,,,,
20154,b8160296-88df-49f3-aa9d-0015fb9834e4,29336.788195486024,fallow,2022,"POLYGON ((1.768961 49.259942, 1.766059 49.259658, 1.766185 49.258923, 1.766091 49.258883, 1.764581 49.258921, 1.764694 49.258602, 1.765862 49.25836, 1.765935 49.258089, 1.765833 49.257929, 1.765643 49.257768, 1.765448 49.257615, 1.766089 49.257546, 1.766642 49.257535, 1.766932 49.257536, 1.766942 49.25765, 1.766929 49.257969, 1.767001 49.258096, 1.767128 49.258181, 1.767273 49.258201, 1.767189 49.25936, 1.768936 49.259799, 1.768961 49.259942))",Fallow,28,,,,
20181,71cdd91e-2337-4ea7-935a-b647ac2a146b,23580.60210352626,fallow,2022,"POLYGON ((1.802383 49.273519, 1.802918 49.27358, 1.802672 49.274247, 1.803277 49.274349, 1.802942 49.275708, 1.799483 49.275401, 1.799447 49.275225, 1.802321 49.274996, 1.802112 49.27414, 1.801967 49.273476, 1.802383 49.273519))",Fallow,28,,,,
20208,285a3c1f-7152-40f9-a740-adf1d44fd481,12296.909319371607,fallow,2022,"POLYGON ((1.756974 49.266248, 1.756935 49.266241, 1.756919 49.266238, 1.75682 49.265999, 1.756738 49.265978, 1.756608 49.266027, 1.756457 49.26607, 1.756263 49.26608, 1.75602 49.266084, 1.756046 49.265373, 1.756045 49.265158, 1.75643 49.265217, 1.756792 49.265321, 1.75723 49.265379, 1.757261 49.265247, 1.75747 49.265277, 1.757592 49.26498, 1.757926 49.265026, 1.757694 49.26503, 1.757522 49.265322, 1.757167 49.265549, 1.756994 49.265656, 1.756948 49.265732, 1.756891 49.265867, 1.759317 49.266246, 1.759311 49.266458, 1.758944 49.266403, 1.758558 49.266314, 1.758271 49.266387, 1.757846 49.266347, 1.757413 49.266196, 1.756997 49.266245, 1.756974 49.266248))",Fallow,28,,,,
20308,8d06eae5-3919-4aaa-a5d0-cf60a34738f2,12089.889889223168,fallow,2022,"POLYGON ((1.798333 49.288505, 1.7981 49.288492, 1.797836 49.28847, 1.797693 49.288442, 1.797615 49.288341, 1.797505 49.28815, 1.797718 49.28705, 1.798222 49.287108, 1.798706 49.287184, 1.79893 49.28723, 1.798664 49.28793, 1.798578 49.288147, 1.798426 49.288511, 1.798333 49.288505))",Fallow,28,,,,
20393,0324b954-163a-4552-a41e-ad29f0c0b62b,6523.352801195187,fallow,2022,"POLYGON ((1.802289 49.26124, 1.802402 49.261263, 1.80226 49.261425, 1.802149 49.261598, 1.802062 49.261837, 1.802022 49.262139, 1.801938 49.262363, 1.801846 49.262585, 1.801827 49.262768, 1.801855 49.262926, 1.801863 49.263124, 1.801908 49.263304, 1.801815 49.263621, 1.80185 49.264124, 1.801824 49.264248, 1.801745 49.264582, 1.801692 49.264779, 1.801522 49.26489, 1.801317 49.265014, 1.800993 49.265191, 1.800825 49.265308, 1.800601 49.265396, 1.800196 49.265628, 1.799902 49.265749, 1.79957 49.265874, 1.799181 49.266029, 1.798755 49.266134, 1.798363 49.266206, 1.798008 49.266295, 1.797659 49.266396, 1.796841 49.266716, 1.796778 49.266666, 1.796861 49.266619, 1.796866 49.266622, 1.797603 49.266334, 1.797615 49.26633, 1.797964 49.26623, 1.797968 49.266228, 1.798323 49.266139, 1.798333 49.266137, 1.798721 49.266066, 1.799133 49.265964, 1.799513 49.265813, 1.799515 49.265812, 1.799845 49.265688, 1.80013 49.26557, 1.800529 49.265342, 1.800545 49.265334, 1.800755 49.265251, 1.800913 49.265141, 1.800923 49.265135, 1.801245 49.264959, 1.801446 49.264838, 1.80159 49.264744, 1.801637 49.264571, 1.801715 49.264237, 1.80174 49.264121, 1.801705 49.263624, 1.801707 49.263607, 1.801796 49.263303, 1.801754 49.263136, 1.801753 49.263126, 1.801745 49.262931, 1.801718 49.262776, 1.801718 49.262763, 1.801736 49.26258, 1.80174 49.262566, 1.801832 49.262345, 1.801913 49.262128, 1.801952 49.261831, 1.801955 49.26182, 1.802042 49.261581, 1.802048 49.26157, 1.802159 49.261397, 1.802165 49.261389, 1.802238 49.261305, 1.802234 49.261304, 1.802289 49.26124))",Fallow,28,,,,
20416,7d54a792-1d01-457a-88e0-de40a0c72e6a,2587.3041680034653,fallow,2022,"POLYGON ((1.612621 49.22033, 1.612637 49.220318, 1.617446 49.222741, 1.61737 49.222767, 1.616887 49.222535, 1.612606 49.220359, 1.612592 49.220352, 1.612621 49.22033))",Fallow,28,,,,
21183,502d62cc-10af-4672-8796-eaabb0e7958f,7660.18110669122,fallow,2022,"POLYGON ((2.168044 49.649223, 2.168022 49.64719, 2.167994 49.644847, 2.168108 49.644847, 2.16855 49.644877, 2.168929 49.644891, 2.16935 49.644903, 2.169716 49.644891, 2.17009 49.644868, 2.171601 49.644815, 2.171605 49.644841, 2.171609 49.644875, 2.17161 49.644875, 2.17161 49.644882, 2.171611 49.644894, 2.171611 49.644906, 2.170054 49.644957, 2.168981 49.644981, 2.168132 49.644944, 2.168131 49.644916, 2.168195 49.649527, 2.168064 49.649525, 2.168044 49.649223))",Fallow,28,,,,
22048,805277a8-3b9e-41f7-b615-7e3093a61538,2995.2562025347447,fallow,2022,"POLYGON ((2.799664 49.627097, 2.799673 49.627097, 2.799639 49.6272, 2.799638 49.627203, 2.798152 49.627206, 2.797152 49.627185, 2.796648 49.627178, 2.7967 49.627048, 2.799664 49.627097))",Fallow,28,,,,
22123,40ed7cb2-96c8-4566-a2f2-12432c718dbd,2234.4216767105554,fallow,2022,"POLYGON ((2.549429 49.452098, 2.549408 49.451975, 2.551693 49.451997, 2.551788 49.452114, 2.549429 49.452098))",Fallow,28,,,,
22188,512b229c-96b5-46c0-a506-1deb6aac1669,2371.5569172679607,fallow,2022,"POLYGON ((2.358508 49.812712, 2.358564 49.812748, 2.353738 49.81514, 2.353694 49.815103, 2.358508 49.812712))",Fallow,28,,,,
22492,8786a49a-51ef-4315-9d72-54c72a10aba6,2163.3765138446256,fallow,2022,"POLYGON ((2.239152 49.983204, 2.238957 49.983213, 2.238722 49.983221, 2.238352 49.98324, 2.238033 49.983238, 2.237552 49.983186, 2.237252 49.983136, 2.237279 49.983037, 2.238001 49.983133, 2.238706 49.983109, 2.239709 49.983056, 2.239673 49.983164, 2.239152 49.983204))",Fallow,28,,,,
22867,252b367d-df2f-4381-a504-16cb2dfea71e,2762.6845390850262,fallow,2022,"POLYGON ((2.37143 49.809476, 2.374914 49.809519, 2.375472 49.809513, 2.375457 49.809557, 2.375394 49.809603, 2.375197 49.809627, 2.374564 49.809574, 2.374017 49.809571, 2.37368 49.809586, 2.37332 49.809589, 2.372919 49.809612, 2.372395 49.809605, 2.372145 49.809561, 2.371938 49.80955, 2.371448 49.809528, 2.371327 49.809519, 2.371247 49.80948, 2.37143 49.809476))",Fallow,28,,,,
23085,e05a553b-f5a0-45bd-8236-7fb3f202a6e0,5378.007658519159,fallow,2022,"POLYGON ((1.777881 49.984676, 1.777958 49.984836, 1.773652 49.984908, 1.773682 49.984753, 1.777881 49.984676))",Fallow,28,,,,
23329,47d202d9-1b26-4f35-a16f-0b276f02e7d3,2504.0631680748525,fallow,2022,"POLYGON ((2.740642 49.875199, 2.740134 49.875205, 2.73899 49.875216, 2.738666 49.875196, 2.738107 49.875057, 2.738904 49.8751, 2.739904 49.875083, 2.740999 49.875056, 2.740989 49.875165, 2.740965 49.875166, 2.740928 49.875166, 2.740642 49.875199))",Fallow,28,,,,
23506,eb93530b-3e8b-4b2f-90fd-ab5ac379191a,2407.513974546993,fallow,2022,"POLYGON ((2.232416 49.700618, 2.232542 49.70062, 2.234373 49.700622, 2.234277 49.700741, 2.234231 49.700779, 2.232308 49.700771, 2.232373 49.700687, 2.232416 49.700618))",Fallow,28,,,,
23569,87ccd033-7e02-48d8-9ec2-64fb1425017e,2842.985880889278,fallow,2022,"POLYGON ((2.583632 49.962487, 2.582235 49.962509, 2.580832 49.962544, 2.580841 49.962467, 2.581275 49.962485, 2.581748 49.962393, 2.581966 49.962384, 2.582332 49.96233, 2.582972 49.962288, 2.583245 49.962403, 2.583432 49.962392, 2.583597 49.962384, 2.583658 49.962417, 2.583632 49.962487))",Fallow,28,,,,
23738,e128aa88-7ad9-4857-b1b1-b103ec0ca9ef,3229.948307064882,fallow,2022,"POLYGON ((2.589171 49.835495, 2.588988 49.835547, 2.588988 49.835546, 2.58652 49.835594, 2.586297 49.835465, 2.587357 49.835449, 2.587646 49.835434, 2.589114 49.835355, 2.589143 49.835427, 2.589171 49.835495))",Fallow,28,,,,
23810,2452d576-90f5-4771-86f1-ffd91c452516,8906.675540591676,fallow,2022,"POLYGON ((1.75857 49.367669, 1.758346 49.367559, 1.758355 49.367437, 1.758526 49.367384, 1.758776 49.367371, 1.758959 49.367304, 1.758968 49.367176, 1.758958 49.367065, 1.759035 49.366927, 1.75927 49.36665, 1.759667 49.366522, 1.760015 49.366523, 1.760171 49.366666, 1.759931 49.367026, 1.759504 49.367678, 1.758937 49.367698, 1.75857 49.367669))",Fallow,28,,,,
23862,2e697058-6263-4241-88f9-2acb9059537f,2148.348392520572,fallow,2022,"POLYGON ((1.44798 49.429798, 1.447982 49.429852, 1.447934 49.429853, 1.443038 49.42991, 1.443046 49.429856, 1.447931 49.4298, 1.44798 49.429798))",Fallow,28,,,,
23964,ca15d871-c0bc-4a7c-947c-33ecf66e1592,6464.075145198571,fallow,2022,"POLYGON ((1.722704 49.405715, 1.722881 49.404965, 1.723525 49.405259, 1.724225 49.405519, 1.72468 49.405799, 1.724504 49.405804, 1.723615 49.405757, 1.722704 49.405715))",Fallow,28,,,,
24068,5b3b2433-f730-4779-90db-4f8dcc576a3d,2021.995215028053,fallow,2022,"POLYGON ((2.213021 49.604087, 2.21161 49.604078, 2.211633 49.603918, 2.213155 49.603929, 2.213283 49.60393, 2.21334 49.603938, 2.213326 49.603956, 2.213021 49.604087))",Fallow,28,,,,
24467,1fa9989a-c366-4adc-b7c7-07ff5c9e25bc,2023.4196993082685,fallow,2022,"POLYGON ((2.035346 49.945295, 2.035711 49.945353, 2.036157 49.94537, 2.036377 49.945387, 2.036401 49.945465, 2.036102 49.945538, 2.036013 49.945562, 2.035112 49.945534, 2.035136 49.945247, 2.035346 49.945295))",Fallow,28,,,,
24850,037ca9c2-4528-46b7-bc03-7861cdba0669,2076.6996718743417,fallow,2022,"POLYGON ((2.664614 49.396311, 2.662372 49.396316, 2.662372 49.396315, 2.659384 49.396255, 2.657994 49.396223, 2.656656 49.39615, 2.656429 49.396121, 2.65641 49.396117, 2.656611 49.396113, 2.658055 49.396199, 2.658956 49.396215, 2.660062 49.396235, 2.662368 49.396282, 2.664558 49.39628, 2.664614 49.396311))",Fallow,28,,,,
25371,a7570e98-4433-452f-a442-94070f1125f7,26225.731380576122,oats_winter,2022,"POLYGON ((1.781942 49.506664, 1.782795 49.506125, 1.782803 49.50613, 1.78317 49.506472, 1.783555 49.506947, 1.782191 49.508317, 1.78202 49.508222, 1.780646 49.507512, 1.781374 49.506815, 1.781514 49.506642, 1.781699 49.50652, 1.781942 49.506664))",Winter Oats,16,,,,
25836,cb51b8bf-045e-4a20-a08d-164fa743cea3,94583.72527791408,canola_winter,2022,"POLYGON ((1.767136 49.2643, 1.767122 49.264294, 1.767077 49.264278, 1.765994 49.263809, 1.764892 49.263311, 1.764875 49.263316, 1.764872 49.263315, 1.764784 49.263276, 1.764585 49.263179, 1.76298 49.262255, 1.762699 49.262081, 1.762411 49.261867, 1.762278 49.261761, 1.761971 49.26153, 1.761929 49.261474, 1.761947 49.261435, 1.762928 49.261326, 1.763407 49.261302, 1.764155 49.261285, 1.764792 49.261308, 1.765182 49.261331, 1.766228 49.261426, 1.766983 49.261498, 1.766993 49.261497, 1.767017 49.261497, 1.768039 49.26159, 1.768065 49.261592, 1.768178 49.264677, 1.767136 49.2643))",Canola,19,,,,
25964,bac7c9cc-9654-4815-9be7-ed6d7ad757e3,57865.7825923463,canola_winter,2022,"POLYGON ((1.722601 49.544278, 1.722714 49.544248, 1.723699 49.543998, 1.723716 49.544006, 1.724486 49.544548, 1.725101 49.54501, 1.724002 49.545465, 1.723436 49.54565, 1.723433 49.54567, 1.723679 49.545938, 1.723532 49.545994, 1.723534 49.545997, 1.721816 49.546609, 1.721616 49.546681, 1.721439 49.546743, 1.721234 49.546454, 1.721203 49.546416, 1.721011 49.54616, 1.721004 49.546152, 1.721001 49.546148, 1.720737 49.545817, 1.720728 49.545806, 1.720659 49.545827, 1.719459 49.546188, 1.719252 49.546251, 1.719125 49.546287, 1.719059 49.546166, 1.71901 49.546078, 1.719019 49.546075, 1.719799 49.545838, 1.720544 49.545616, 1.720369 49.54539, 1.720283 49.545278, 1.720175 49.545135, 1.720177 49.545135, 1.720578 49.545021, 1.720808 49.544955, 1.721184 49.544848, 1.722174 49.544563, 1.722167 49.544551, 1.722164 49.544544, 1.722104 49.544432, 1.722096 49.544417, 1.722601 49.544278))",Canola,19,,,,
26001,0b8a9c5e-0518-476f-b712-023d3667f557,38784.81259957028,canola_winter,2022,"POLYGON ((1.801967 49.273476, 1.802112 49.27414, 1.802321 49.274996, 1.799447 49.275225, 1.799363 49.274816, 1.799271 49.274484, 1.799179 49.274079, 1.799106 49.273679, 1.799362 49.273595, 1.799885 49.273472, 1.800389 49.273415, 1.80095 49.273395, 1.801541 49.27343, 1.80193 49.273472, 1.801967 49.273476))",Canola,19,,,,
26036,cca248e0-5185-49cb-a231-46f511e4bf13,56382.44467402779,canola_winter,2022,"POLYGON ((1.797211 49.265731, 1.79736 49.265673, 1.797668 49.265567, 1.797684 49.265561, 1.797629 49.265504, 1.797688 49.265473, 1.799789 49.264394, 1.800683 49.263925, 1.801077 49.263729, 1.801221 49.263635, 1.801311 49.263511, 1.801301 49.263296, 1.801252 49.262896, 1.801269 49.262482, 1.801331 49.262012, 1.801356 49.261862, 1.801484 49.261562, 1.801503 49.261521, 1.801697 49.261103, 1.801907 49.261162, 1.802289 49.26124, 1.802234 49.261304, 1.802238 49.261305, 1.802165 49.261389, 1.802159 49.261397, 1.802048 49.26157, 1.802042 49.261581, 1.801955 49.26182, 1.801952 49.261831, 1.801913 49.262128, 1.801832 49.262345, 1.80174 49.262566, 1.801736 49.26258, 1.801718 49.262763, 1.801718 49.262776, 1.801745 49.262931, 1.801753 49.263126, 1.801754 49.263136, 1.801796 49.263303, 1.801707 49.263607, 1.801705 49.263624, 1.80174 49.264121, 1.801715 49.264237, 1.801637 49.264571, 1.80159 49.264744, 1.801446 49.264838, 1.801245 49.264959, 1.800923 49.265135, 1.800913 49.265141, 1.800755 49.265251, 1.800545 49.265334, 1.800529 49.265342, 1.80013 49.26557, 1.799845 49.265688, 1.799513 49.265813, 1.799133 49.265964, 1.798721 49.266066, 1.798333 49.266137, 1.798323 49.266139, 1.797968 49.266228, 1.797964 49.26623, 1.797615 49.26633, 1.797603 49.266334, 1.796866 49.266622, 1.796861 49.266619, 1.796778 49.266666, 1.796691 49.266598, 1.796538 49.26647, 1.796257 49.26624, 1.796583 49.266064, 1.796762 49.265968, 1.797016 49.265839, 1.797211 49.265731))",Canola,19,,,,
26257,0fd9701b-79ac-41d8-a375-2c320e382175,43599.19426287021,canola_winter,2022,"POLYGON ((1.706354 49.684394, 1.705783 49.684133, 1.705057 49.6838, 1.704664 49.683588, 1.703723 49.682827, 1.703776 49.682767, 1.703918 49.682606, 1.70476 49.681992, 1.704968 49.682537, 1.705273 49.683008, 1.705401 49.68308, 1.707013 49.68327, 1.709189 49.683566, 1.707356 49.684874, 1.706354 49.684394))",Canola,19,,,,
26263,5d64559a-0d79-4ce2-984c-8131a760cb0c,37274.77231582299,canola_winter,2022,"POLYGON ((1.718758 49.686479, 1.716582 49.687347, 1.716484 49.687287, 1.716307 49.687034, 1.716085 49.686697, 1.715817 49.686358, 1.715567 49.685872, 1.715921 49.685678, 1.716552 49.685361, 1.717815 49.684712, 1.717826 49.68472, 1.717843 49.684733, 1.718109 49.685236, 1.718341 49.68572, 1.71833 49.685824, 1.718552 49.686167, 1.718781 49.68647, 1.718758 49.686479))",Canola,19,,,,
26280,06ef626a-fca5-4e66-b067-88c6d7ba4940,70339.18946076048,canola_winter,2022,"POLYGON ((1.78066 49.507519, 1.776995 49.510813, 1.776991 49.510806, 1.77698 49.510789, 1.776932 49.510757, 1.776836 49.510692, 1.776447 49.510363, 1.776517 49.510283, 1.776628 49.510159, 1.776907 49.509861, 1.777514 49.509215, 1.777599 49.508974, 1.777662 49.508772, 1.777702 49.508678, 1.778203 49.507651, 1.779982 49.505838, 1.780411 49.505992, 1.780964 49.50606, 1.781605 49.505445, 1.782401 49.505908, 1.782342 49.505959, 1.782332 49.505968, 1.781888 49.506349, 1.781514 49.506642, 1.781374 49.506815, 1.780646 49.507512, 1.780649 49.507514, 1.78066 49.507519))",Canola,19,,,,
26305,b8b49a4b-27f7-4f6a-82c9-35a81a7c2f96,16510.894768758422,canola_winter,2022,"POLYGON ((1.692899 49.696885, 1.691648 49.697836, 1.690935 49.69744, 1.690372 49.697166, 1.691282 49.696236, 1.692899 49.696885))",Canola,19,,,,
26349,0a8d184f-fc23-4bf1-9cf9-2f1523d8d39d,29647.91850591416,canola_winter,2022,"POLYGON ((1.768647 49.510777, 1.768227 49.511062, 1.767756 49.511367, 1.767978 49.511555, 1.765805 49.512675, 1.765551 49.51229, 1.765208 49.511849, 1.765094 49.51173, 1.766507 49.510963, 1.76796 49.510209, 1.768647 49.510777))",Canola,19,,,,
26717,467099e7-c05a-478e-9fcb-76bfebfbdb2d,5010.140692398975,canola_winter,2022,"POLYGON ((2.797612 49.594225, 2.797648 49.594391, 2.795821 49.594392, 2.793984 49.594391, 2.793993 49.59422, 2.796032 49.594218, 2.797612 49.594225))",Canola,19,,,,
31144,48a1490c-72d1-42e4-8fd4-c8fefe9a7199,3271.326392728751,canola_winter,2022,"POLYGON ((2.156779 49.735937, 2.159012 49.735927, 2.159002 49.736066, 2.158981 49.736102, 2.156952 49.736129, 2.156812 49.736134, 2.156782 49.735986, 2.156779 49.735937))",Canola,19,,,,
31494,3ad53bc0-9fb7-474e-ac4e-03368c4729b1,4182.4280420022615,fallow,2022,"POLYGON ((1.459192 50.063283, 1.459194 50.0633, 1.458804 50.06327, 1.457752 50.063206, 1.457221 50.063168, 1.456733 50.06311, 1.456581 50.063263, 1.456477 50.06342, 1.458415 50.063548, 1.458313 50.064234, 1.458993 50.064321, 1.458963 50.064442, 1.458488 50.064381, 1.457302 50.064197, 1.457109 50.064607, 1.455929 50.064411, 1.455563 50.06483, 1.455495 50.06476, 1.45553 50.064776, 1.455868 50.064389, 1.455888 50.064374, 1.455916 50.064367, 1.455946 50.064367, 1.457062 50.064552, 1.457235 50.064184, 1.457247 50.064169, 1.457267 50.064158, 1.457292 50.064153, 1.457318 50.064154, 1.458237 50.064295, 1.458244 50.064229, 1.458339 50.063588, 1.45647 50.063465, 1.456446 50.06346, 1.456425 50.06345, 1.456412 50.063435, 1.456408 50.063419, 1.456413 50.063402, 1.456516 50.063245, 1.456522 50.063238, 1.456674 50.063086, 1.456693 50.063073, 1.456718 50.063066, 1.456745 50.063066, 1.457231 50.063124, 1.457759 50.063161, 1.458811 50.063225, 1.458812 50.063225, 1.45912 50.063249, 1.459119 50.063242, 1.459192 50.063283))",Fallow,28,,,,
31734,1fed8d1f-c59b-44e6-b3ae-bd4ef5a32e29,2979.228957882277,fallow,2022,"POLYGON ((1.710775 50.519006, 1.710788 50.519002, 1.713156 50.520195, 1.715561 50.521427, 1.715426 50.52141, 1.715238 50.521315, 1.713527 50.520476, 1.710684 50.519028, 1.710775 50.519006))",Fallow,28,,,,
32221,3a40c7e0-c8c3-4dec-8356-f20f1a726271,2200.204504496439,fallow,2022,"POLYGON ((1.795888 50.474425, 1.794098 50.474561, 1.794105 50.474426, 1.795251 50.474327, 1.795294 50.474444, 1.796518 50.47433, 1.795651 50.473547, 1.795686 50.473532, 1.796418 50.474157, 1.796573 50.474312, 1.796541 50.474401, 1.795888 50.474425))",Fallow,28,,,,
