field_index,label_value,predictions,confidence
37019,5,5,87
37020,5,5,78
37021,5,5,74
37022,5,[5 7],[26 33 43 46 66 73 77 79 81 84]
37023,5,5,[89 91 92]
37024,5,5,74
37025,5,5,92
37026,5,5,[75 79]
37027,5,5,80
37028,5,5,87
37029,5,5,[35 67]
37030,5,5,82
37031,5,5,90
37032,5,5,[80 84]
37033,5,5,76
37034,5,5,87
37035,5,5,85
37036,5,5,87
37037,5,5,88
37038,5,5,48
37039,5,5,83
37040,5,5,[59 62 71]
37041,5,5,[86 90]
37042,5,5,91
37043,5,5,[21 30 41 42 43 47 49 51 52 53 66 71 81 87]
37044,5,5,[92 93]
37045,5,5,86
37046,5,5,[89 90 91]
37047,5,5,31
37048,5,5,[63 71]
37049,5,5,84
37050,5,5,85
37051,5,5,37
37052,5,5,87
37053,5,5,[65 72]
37054,5,5,87
37055,5,5,86
37056,5,5,87
37057,5,5,87
37058,5,5,[46 47 53]
37059,5,5,89
37060,5,5,[80 81 85]
37061,5,5,89
37062,5,7,[40 46 53 63 64]
37063,5,5,90
37064,5,5,[65 76 87]
37065,5,5,84
37066,5,5,80
37067,5,19,[21 32 35 51]
37068,5,5,[39 70]
37069,5,5,[33 81 90]
37070,5,5,75
37071,5,5,86
37072,5,5,91
37073,5,5,92
37074,5,5,92
37075,5,5,88
37076,5,5,[47 60 66]
37077,5,5,[86 89]
37078,5,5,70
37079,5,5,93
37080,5,5,[74 77 79 81]
37081,5,5,87
37082,5,5,[71 75]
37083,5,5,85
37084,5,5,[86 89]
37085,5,5,66
37086,5,5,[32 41 42 45 56 58 66 74 80 84 85 88 90]
37087,5,5,81
37088,5,5,[81 89]
37089,5,5,85
37090,5,5,93
37091,5,5,87
37092,5,5,82
37093,5,5,91
37094,5,5,84
37095,5,5,[47 52 84]
37096,5,5,92
37097,5,5,[26 66 81 82 83 86 91]
37098,5,5,[74 79]
37099,5,7,[41 42 43]
37100,5,5,90
37101,5,5,[86 88 91]
37102,5,5,73
37103,5,5,[85 87]
37104,5,5,74
37105,5,5,[27 28 37 41 50 52 64 66 70 77 87]
37106,5,5,[87 88 91]
37107,5,5,53
37108,5,5,37
37109,5,5,86
37110,5,5,92
37111,5,5,94
37112,5,5,50
37113,5,5,91
37114,5,5,[72 75]
37115,5,5,[39 40 44 58 68 69]
37116,5,5,93
37117,5,5,78
37118,5,7,[61 74]
37119,5,5,[55 62 79]
37120,5,5,85
37121,5,7,51
37122,5,5,86
37123,5,5,[33 56]
37124,5,5,87
37125,5,5,86
37126,5,5,91
37127,5,5,[87 88]
37128,5,5,[28 30 48 77 79]
37129,5,5,85
37130,5,5,92
37131,5,5,[33 73 89]
37132,5,5,85
37133,5,5,43
37134,5,5,83
37135,5,5,89
37136,5,5,42
37137,5,5,89
37138,5,5,85
37139,5,5,[84 86 87]
37140,5,5,91
37141,5,5,88
37142,5,5,88
37143,5,5,[91 92]
37144,5,5,77
37145,5,5,75
37146,5,5,[69 79]
37147,5,5,61
37148,5,5,92
37149,5,5,89
37150,5,5,89
37151,5,5,87
37152,5,5,85
37153,5,5,[50 56]
37154,5,5,86
37155,5,5,88
37156,5,5,73
37157,5,5,75
37158,5,5,82
37159,5,5,84
37160,5,5,38
37161,5,5,[51 71]
37162,5,5,[61 65]
37163,5,5,83
37164,5,5,[54 65 82 86]
37165,5,5,[84 85]
37166,5,5,[36 56 57 58 60 76 81 88 89 91]
37167,5,5,78
37168,5,5,91
37169,5,5,67
37170,5,5,91
37171,5,5,83
37172,5,5,88
37173,5,5,[41 50 57 65 66]
37174,5,5,82
37175,5,5,90
37176,5,5,88
37177,5,5,70
37178,5,5,90
37179,5,5,91
37180,5,5,82
37181,5,5,89
37182,5,5,83
37183,5,5,88
37184,5,5,89
37185,5,5,84
37186,5,5,79
37187,5,5,84
37188,5,5,88
37189,5,5,[86 87]
37190,5,5,88
37191,5,5,[86 88 89 90]
37192,5,5,88
37193,5,5,81
37194,5,5,[41 44]
37195,5,5,[90 92]
37196,5,5,89
37197,5,5,88
37198,5,5,88
37199,5,6,[33 41 42 45]
37200,5,5,76
37201,5,5,76
37202,5,5,82
37203,5,5,75
37204,5,5,[51 58]
37205,5,5,89
37206,5,5,93
37207,5,5,81
37208,5,5,92
37209,5,5,[85 88]
37210,5,5,93
37211,5,5,73
37212,5,5,88
37213,5,5,86
37214,5,5,[66 72]
37215,5,5,[78 81]
37216,5,5,87
37217,5,5,91
37218,5,5,61
37219,5,5,31
37220,5,5,[67 69 79 87 89 91]
37221,5,5,[27 31 33 44 46 48 57 69 73]
37222,5,5,[49 85 86 88 93]
37223,5,5,81
37224,5,5,[64 75]
37225,5,5,82
37226,5,5,[68 79 86 91]
37227,5,5,67
37228,5,5,67
37229,5,5,[31 82]
37230,5,5,[47 81]
37231,5,5,[80 86]
37232,5,5,88
37233,5,5,88
37234,5,5,88
37235,5,5,37
37236,5,5,85
37237,5,5,79
37238,5,5,[51 90]
37239,5,5,81
37240,5,5,[57 70]
37241,5,5,90
37242,5,8,49
37243,5,5,69
37244,5,5,[85 90]
37245,5,5,[87 88]
37246,5,5,90
37247,5,5,65
37248,5,5,55
37249,5,5,[91 93]
37250,5,5,[84 87]
37251,5,5,[68 85 87 88]
37252,5,5,[68 81 89 92]
37253,5,7,52
37254,5,5,91
37255,5,5,[40 56 66 78]
37256,5,5,82
37257,5,5,91
37258,5,5,[78 81 86 87 88]
37259,5,5,87
37260,5,5,[69 87]
37261,5,5,[61 66 71 75]
37262,5,5,26
37263,5,5,91
37264,5,5,87
37265,5,5,[90 91]
37266,5,5,92
37267,5,5,81
37268,5,5,[83 87]
37269,5,5,91
37270,5,5,86
37271,5,5,90
37272,5,5,84
37273,5,5,88
37274,5,5,50
37275,5,5,86
37276,5,5,38
37277,5,5,84
37278,5,5,87
37279,5,5,90
37280,5,5,87
37281,5,5,90
37282,5,5,[80 83 84]
37283,5,5,73
37284,5,5,87
37285,5,5,84
37286,5,5,70
37287,5,5,86
37288,5,5,83
37289,5,5,87
37290,5,5,89
37291,5,5,87
37292,5,5,87
37293,5,5,[87 88]
37294,5,5,91
37295,5,5,[84 85]
37296,5,5,[72 83 85]
37297,5,5,85
37298,5,5,87
37299,5,5,90
37300,5,5,88
37301,5,5,93
37302,5,5,[87 89]
37303,5,5,[77 80 82]
37304,5,5,33
37305,5,5,86
37306,5,5,[44 45 53 56 59 60 62 63 64 66 74 76 77 80 81]
37307,5,5,[69 86]
37308,5,5,66
37309,5,5,63
37310,5,5,90
37311,5,5,89
37312,5,5,92
37313,5,5,91
37314,5,5,85
37315,5,5,87
37316,5,5,89
37317,5,5,83
37318,5,5,91
37319,5,5,93
37320,5,5,92
37321,5,5,[49 58]
37322,5,5,91
37323,5,5,87
37324,5,5,89
37325,5,5,[91 92]
37326,5,5,94
37327,5,5,[91 92]
37328,5,5,84
37329,5,5,80
37330,5,5,91
37331,5,5,84
37332,5,5,89
37333,5,22,[17 21 22 26 28 29 37 38 46 67 73]
37334,5,5,88
37335,5,5,[78 86]
37336,5,5,84
37337,5,7,[59 62]
37338,5,5,80
37339,5,5,[65 80 82 86]
37340,5,5,92
37341,5,5,[41 44]
37342,5,5,92
37343,5,5,46
37344,5,5,71
37345,5,5,[67 79]
37346,5,5,87
37347,5,5,[58 72]
37348,5,5,[41 43 44 61]
37349,5,5,83
37350,5,5,[49 78 80]
37351,5,5,85
37352,5,5,59
37353,5,5,[76 85]
37354,5,5,91
37355,5,5,83
37356,5,5,91
37357,5,5,84
37358,5,5,92
37359,5,5,76
37360,5,5,75
37361,5,5,87
37362,5,5,[84 86]
37363,5,5,85
37364,5,5,91
37365,5,28,[36 40]
37366,5,5,[87 88 89 90]
37367,5,5,80
37368,5,5,89
37369,5,5,92
37370,5,5,[88 90]
37371,5,5,[86 88 91]
37372,5,5,[84 88 89]
37373,5,5,92
37374,5,5,[81 90]
37375,5,5,[88 90 91]
37376,5,5,[55 57 62]
37377,5,5,90
37378,5,5,[70 77]
37379,5,5,[78 79]
37380,5,5,[81 83]
37381,5,5,[86 89]
37382,5,5,88
37383,5,5,[36 73 82 83 86 87]
37384,5,5,[27 39 45 51 52]
37385,5,5,[91 93]
37386,5,5,92
37387,5,5,93
37388,5,5,62
37389,5,5,90
37390,5,5,85
37391,5,5,[93 94]
37392,5,5,92
37393,5,5,79
37394,5,5,87
37395,5,5,[31 41 43]
37396,5,5,[84 87]
37397,5,5,63
37398,5,5,[75 82 84 85 86]
37399,5,5,59
37400,5,5,67
37401,5,[5 7],[21 22 32]
37402,5,5,87
37403,5,5,84
37404,5,5,91
37405,5,5,[90 91]
37406,5,5,79
37407,5,5,75
37408,5,5,88
37409,5,5,89
37410,5,5,[89 91]
37411,5,5,84
37412,5,5,79
37413,5,5,85
37414,5,5,52
37415,5,5,91
37416,5,5,[81 86]
37417,5,5,[38 68 69 72 87 89]
37418,5,5,90
37419,5,5,88
37420,5,5,90
37421,5,5,83
37422,5,5,93
37423,5,5,84
37424,5,5,[65 90]
37425,5,5,92
37426,5,5,[20 21 25 33 36 45 47 49 50 51 59 65]
37427,5,5,91
37428,5,5,91
37429,5,5,84
37430,5,5,84
37431,5,5,90
37432,5,5,[84 93]
37433,5,[5 7],60
37434,5,5,89
37435,5,5,81
37436,5,5,[49 67 83 86]
37437,5,5,90
37438,5,5,89
37439,5,5,88
37440,5,5,42
37441,5,5,85
37442,5,5,[85 88]
37443,5,5,93
37444,5,5,88
37445,5,7,53
37446,5,7,[33 44 45]
37447,5,5,[68 72 75 76 84]
37448,5,5,89
37449,5,5,86
37450,5,5,93
37451,5,5,78
37452,5,5,92
37453,5,5,[92 93 94]
37454,5,5,[81 92]
37455,5,5,90
37456,5,5,87
37457,5,5,[52 64]
37458,5,5,73
37459,5,5,87
37460,5,5,[85 86 89]
37461,5,5,92
37462,5,5,89
37463,5,5,89
37464,5,5,94
37465,5,5,92
37466,5,5,[86 87]
37467,5,5,[65 82]
37468,5,5,[90 91 92]
37469,5,5,89
37470,5,5,[49 57 63 66 70]
37471,5,5,[42 81 92]
37472,5,5,69
37473,5,5,88
37474,5,5,[89 91]
37475,5,5,75
37476,5,5,[91 92]
37477,5,5,87
37478,5,5,[33 37 46]
37479,5,5,89
37480,5,5,85
37481,5,5,[72 77]
37482,5,5,90
37483,5,5,77
37484,5,5,89
37485,5,5,92
37486,5,5,90
37487,5,5,82
37488,5,5,81
37489,5,5,[89 91]
37490,5,5,89
37491,5,5,91
37492,5,5,80
37493,5,5,91
37494,5,5,77
37495,5,5,80
37496,5,5,89
37497,5,5,[38 68]
37498,5,5,[88 91]
37499,5,5,92
37500,5,5,90
37501,5,5,[85 88]
37502,5,5,92
37503,5,5,86
37504,5,[5 7],[27 37]
37505,5,5,87
37506,5,5,[90 91]
37507,5,5,[88 89]
37508,5,5,90
37509,5,5,86
37510,5,5,75
37511,5,5,[90 91]
37512,5,7,[54 65 74 82 87 90]
37513,5,5,[62 86]
37514,5,5,89
37515,5,5,87
37516,5,5,[86 87]
37517,5,5,93
37518,5,5,85
37519,5,5,88
37520,5,5,[82 86]
37521,5,5,91
37522,5,5,86
37523,5,5,91
37524,5,5,93
37525,5,5,93
37526,5,5,[75 79]
37527,5,5,[54 82 85]
37528,5,5,90
37529,5,5,[73 76 80 84]
37530,5,5,85
37531,5,5,91
37532,5,8,60
37533,5,5,85
37534,5,5,67
37535,5,5,92
37536,5,5,86
37537,5,5,90
37538,5,5,93
37539,5,5,84
37540,5,5,90
37541,5,5,[90 91]
37542,5,5,[60 72]
37543,5,5,89
37544,5,5,85
37545,5,5,[35 57 63 72 76 79]
37546,5,5,91
37547,5,5,90
37548,5,6,[38 41 63]
37549,5,5,32
37550,5,7,43
37551,5,6,45
37552,5,5,58
37553,5,5,92
37554,5,5,91
37555,5,5,80
37556,5,5,93
37557,5,5,89
37558,5,5,89
37559,5,5,[64 70]
37560,5,5,88
37561,5,5,89
37562,5,5,80
37563,5,5,53
37564,5,5,[68 71]
37565,5,5,83
37566,5,5,86
37567,5,5,[92 93]
37568,5,5,86
37569,5,5,77
37570,5,5,[84 86]
37571,5,5,81
37572,5,5,92
37573,5,5,85
37574,5,5,75
37575,5,5,[56 72]
37576,5,5,88
37577,5,5,[75 84]
37578,5,5,[28 29 39 44 59 66]
37579,5,5,94
37580,5,5,92
37581,5,5,[92 93]
37582,5,5,88
37583,5,5,82
37584,5,5,89
37585,5,5,84
37586,5,5,87
37587,5,5,[33 38 70 78 81 90]
37588,5,5,55
37589,5,5,86
37590,5,5,[36 45 52 65 66 68 75 80 85]
37591,5,5,87
37592,5,5,86
37593,5,5,[86 89]
37594,5,5,92
37595,5,5,90
37596,5,5,73
37597,5,5,[78 83 85]
37598,5,5,85
37599,5,5,[81 83]
37600,5,5,[52 59]
37601,5,5,92
37602,5,5,82
37603,5,5,[92 93]
37604,5,5,86
37605,5,5,[88 91]
37606,5,5,71
37607,5,5,91
37608,5,5,89
37609,5,5,90
37610,5,5,90
37611,5,5,90
37612,5,5,88
37613,5,5,85
37614,5,5,92
37615,5,5,92
37616,5,5,88
37617,5,5,89
37618,5,5,89
37619,5,5,85
37620,5,5,82
37621,5,5,87
37622,5,5,91
37623,5,5,[87 88]
37624,5,5,[55 69]
37625,5,5,84
37626,5,5,90
37627,5,5,93
37628,5,5,[53 70 71]
37629,5,5,[75 77 84 85]
37630,5,5,93
37631,5,5,[87 88]
37632,5,5,74
37633,5,5,82
37634,5,5,87
37635,5,5,36
37636,5,5,85
37637,5,5,66
37638,5,5,93
37639,5,5,89
37640,5,5,83
37641,5,5,79
37642,5,5,91
37643,5,5,[23 34 35 45 51 53 55]
37644,5,5,[88 91]
37645,5,5,89
37646,5,16,44
37647,5,5,94
37648,5,5,[82 88]
37649,5,5,86
37650,5,5,91
37651,5,5,[89 91]
37652,5,6,58
37653,5,5,48
37654,5,5,79
37655,5,[5 7],[72 75]
37656,5,5,[89 90]
37657,5,5,89
37658,5,5,92
37659,5,5,55
37660,5,5,[74 78]
37661,5,5,[23 25 37 43 46 60 66 76 90]
37662,5,5,[89 90]
37663,5,5,91
37664,5,5,[45 46]
37665,5,5,[35 82 86 88 92 93 94]
37666,5,5,29
37667,5,5,[88 90]
37668,5,5,[73 81 82 84 85 87 88]
37669,5,5,90
37670,5,5,65
37671,5,5,50
37672,5,5,93
37673,5,5,91
37674,5,5,55
37675,5,5,77
37676,5,5,85
37677,5,5,81
37678,5,5,87
37679,5,5,85
37680,5,5,84
37681,5,5,59
37682,5,5,90
37683,5,5,[89 90]
37684,5,5,91
37685,5,5,86
37686,5,5,[27 54 62]
37687,5,5,89
37688,5,5,91
37689,5,5,[87 88 90]
37690,5,5,89
37691,5,5,92
37692,5,[4 5],[30 37]
37693,5,5,[65 84]
37694,5,5,84
37695,5,5,[84 87]
37696,5,5,90
37697,5,5,92
37698,5,5,86
37699,5,5,[86 91]
37700,5,5,92
37701,5,5,33
37702,5,5,[46 70]
37703,5,5,[70 74]
37704,5,5,[23 30]
37705,5,5,72
37706,5,5,85
37707,5,5,[84 86 90]
37708,5,7,[35 46 54]
37709,5,5,[86 87 89 90]
37710,5,5,[28 36 73 76 84]
37711,5,5,36
37712,5,5,89
37713,5,5,[30 31 65 69 71 77]
37714,5,5,89
37715,5,5,[54 75]
37716,5,5,90
37717,5,5,88
37718,5,5,84
37719,5,5,90
37720,5,5,92
37721,5,5,89
37722,5,5,86
37723,5,19,[35 56 58 59 64 69 72 75 80]
37724,5,5,[54 67 73 78 87 89]
37725,5,5,93
37726,5,5,[75 76]
37727,5,5,85
37728,5,5,[91 92]
37729,5,5,[83 87]
37730,5,5,90
37731,5,5,90
37732,5,5,[89 91]
37733,5,5,[89 91]
37734,5,5,[42 85]
37735,5,5,93
37736,5,5,90
37737,5,5,90
37738,5,5,87
37739,5,5,[86 87]
37740,5,5,[57 66 75 77 81 85 89]
37741,5,5,55
37742,5,5,[82 91]
37743,5,5,90
37744,5,5,[45 73 74]
37745,5,5,85
37746,5,5,88
37747,5,5,85
37748,5,5,37
37749,5,5,90
37750,5,5,[85 89]
37751,5,5,93
37752,5,5,86
37753,5,5,[44 45 49]
37754,5,5,89
37755,5,5,89
37756,5,5,93
37757,5,5,[48 69]
37758,5,5,76
37759,5,5,[78 86]
37760,5,5,91
37761,5,5,71
37762,5,5,85
37763,5,5,50
37764,5,5,[70 74]
37765,5,5,90
37766,5,5,[86 88]
37767,5,5,82
37768,5,5,[89 91]
37769,5,5,[90 92]
37770,5,5,56
37771,5,5,43
37772,5,5,91
37773,5,5,86
37774,5,6,45
37775,5,7,[22 36 42 51 65]
37776,5,5,89
37777,5,5,[67 68 70 82 86]
37778,5,5,88
37779,5,5,89
37780,5,5,89
37781,5,5,88
37782,5,5,89
37783,5,5,86
37784,5,5,76
37785,5,19,91
37786,5,5,91
37787,5,5,[38 39 59]
37788,5,5,[87 90]
37789,5,5,89
37790,5,5,85
37791,5,5,84
37792,5,5,[94 95]
37793,5,5,37
37794,5,5,90
37795,5,5,[58 61 65]
37796,5,5,91
37797,5,5,83
37798,5,5,70
37799,5,5,[82 87]
37800,5,5,92
37801,5,5,[79 85]
37802,5,6,60
37803,5,5,89
37804,5,5,[81 88 89]
37805,5,5,[49 53 54]
37806,5,5,[90 91]
37807,5,5,89
37808,5,5,90
37809,5,5,74
37810,5,5,[91 92]
37811,5,5,82
37812,5,5,89
37813,5,5,86
37814,5,5,89
37815,5,5,45
37816,5,5,89
37817,5,5,91
37818,5,5,76
37819,5,5,[51 52 78]
37820,5,5,[90 93]
37821,5,5,91
37822,5,5,80
37823,5,7,69
37824,5,5,92
37825,5,5,88
37826,5,5,89
37827,5,5,[80 84]
37828,5,5,89
37829,5,5,72
37830,5,5,[69 70]
37831,5,5,79
37832,5,5,85
37833,5,5,[25 65]
37834,5,5,89
37835,5,5,[85 88 89]
37836,5,5,[72 90]
37837,5,5,[89 90]
37838,5,5,79
37839,5,5,92
37840,5,5,84
37841,5,5,87
37842,5,5,89
37843,5,5,91
37844,5,5,[41 55 78 80 85]
37845,5,5,87
37846,5,5,58
37847,5,5,84
37848,5,5,[89 91]
37849,5,5,88
37850,5,5,90
37851,5,5,89
37852,5,5,49
37853,5,20,[43 48 54 55 67]
37854,5,5,95
37855,5,5,[82 83]
37856,5,5,76
37857,5,5,81
37858,5,5,45
37859,5,5,90
37860,5,5,85
37861,5,5,83
37862,5,5,74
37863,5,5,87
37864,5,5,[88 89]
37865,5,5,88
37866,5,5,91
37867,5,5,94
37868,5,5,[71 79 87]
37869,5,5,[78 82 84]
37870,5,5,92
37871,5,5,73
37872,5,5,90
37873,5,5,93
37874,5,5,83
37875,5,5,87
37876,5,5,92
37877,5,5,92
37878,5,5,16
37879,5,5,89
37880,5,5,65
37881,5,5,88
37882,5,5,88
37883,5,5,54
37884,5,5,[83 87 89]
37885,5,5,[83 84]
37886,5,5,88
37887,5,5,[27 28 54 64 69 72 74 76 79 81]
37888,5,5,75
37889,5,5,84
37890,5,5,86
37891,5,5,87
37892,5,5,[37 38 42]
37893,5,5,68
37894,5,5,64
37895,5,5,87
37896,5,5,[83 84 86]
37897,5,5,[34 42 45]
37898,5,5,[91 94]
37899,5,6,[40 43 62 68]
37900,5,5,[85 87 89]
37901,5,5,[86 88]
37902,5,5,[87 91 92]
37903,5,5,[85 90]
37904,5,5,51
37905,5,5,91
37906,5,5,80
37907,5,5,87
37908,5,5,91
37909,5,5,88
37910,5,5,[85 86 90 92]
37911,5,5,[78 85 86]
37912,5,5,33
37913,5,5,31
37914,5,5,69
37915,5,5,79
37916,5,5,84
37917,5,5,76
37918,5,5,87
37919,5,5,83
37920,5,5,[22 23 34 37 55 56 64 69 70 73 77 79 80]
37921,5,5,82
37922,5,5,91
37923,5,5,85
37924,5,5,93
37925,5,5,[90 91 92]
37926,5,5,89
37927,5,5,[91 93]
37928,5,5,[86 88]
37929,5,5,[54 82]
37930,5,5,[65 67]
37931,5,5,76
37932,5,5,89
37933,5,5,92
37934,5,5,91
37935,5,5,90
37936,5,5,[21 32 45 49 75 83 87 92]
37937,5,5,91
37938,5,5,89
37939,5,5,91
37940,5,5,[83 85 88 89]
37941,5,5,93
37942,5,5,92
37943,5,5,56
37944,5,5,89
37945,5,5,90
37946,5,5,89
37947,5,5,[49 54 57 61]
37948,5,5,88
37949,5,5,92
37950,5,5,76
37951,5,5,90
37952,5,5,92
37953,5,5,[61 63]
37954,5,5,[88 90]
37955,5,5,92
37956,5,5,[87 91]
37957,5,5,64
37958,5,5,[88 91]
37959,5,5,50
37960,5,5,[89 90]
37961,5,5,92
37962,5,5,91
37963,5,5,[74 79 81]
37964,5,5,89
37965,5,5,91
37966,5,5,84
37967,5,5,[75 79]
37968,5,5,93
37969,5,5,87
37970,5,5,[87 88]
37971,5,5,90
37972,5,5,[76 87 88 89]
37973,5,5,80
37974,5,5,92
37975,5,5,77
37976,5,5,[75 82 83]
37977,5,5,84
37978,5,5,[89 91]
37979,5,5,87
37980,5,5,82
37981,5,5,92
37982,5,5,[87 88 89]
37983,5,5,[19 30 33 56]
37984,5,5,91
37985,5,5,81
37986,5,5,80
37987,5,5,[85 91]
37988,5,5,[52 58 63 64 71 74 77 81]
37990,5,5,[74 85 86 89]
37991,5,5,[26 32 39 47 54 66 68 69 70 77 81 82]
37992,5,5,[61 64 68 76 82]
37993,5,5,[27 35 54 61 62 64 66 80 85 89 91]
37994,5,5,64
37995,5,5,91
37996,5,5,[68 70 75 77]
37997,5,5,[82 88]
37998,5,5,91
37999,5,5,90
38000,5,5,83
38001,5,5,87
38002,5,5,76
38003,5,5,[78 84]
38004,5,5,92
38005,5,5,92
38006,5,5,87
38007,5,5,61
38008,5,5,83
38009,5,5,79
38010,5,5,75
38011,5,5,[63 67]
38012,5,5,92
38013,5,5,[50 52 59]
38014,5,5,80
38015,5,5,80
38016,5,5,80
38017,5,5,90
38018,5,5,89
38019,5,5,89
38020,5,5,86
38021,5,5,89
38022,5,[ 6 15],[30 40 44 55 58]
38023,5,8,[38 39 50 51]
38024,5,5,87
38025,5,5,85
38026,5,5,91
38027,5,5,91
38028,5,5,85
38029,5,5,90
38030,5,5,91
38031,5,5,89
38032,5,5,81
38033,5,5,[36 41 45 52 56 58 69 70]
38034,5,5,[53 58]
38035,5,5,[47 49 71]
38036,5,5,90
38037,5,5,89
38038,5,5,[85 86]
38039,5,5,91
38040,5,5,92
38041,5,5,[89 90]
38042,5,5,[45 50 72 84]
38043,5,5,[86 91]
38044,5,5,[85 87 88]
38045,5,5,87
38046,5,5,77
38047,5,5,90
38048,5,5,[90 91]
38049,5,5,83
38050,5,5,[85 91]
38051,5,5,[87 88]
38052,5,5,91
38053,5,5,41
38054,5,5,[83 85 86]
38055,5,5,88
38056,5,5,76
38057,5,[ 5 23],82
38058,5,5,[79 80 83]
38059,5,5,[86 88]
38060,5,5,93
38061,5,5,88
38062,5,5,45
38063,5,5,88
38064,5,5,87
38065,5,5,89
38066,5,5,73
38067,5,5,36
38068,5,5,93
38069,5,5,91
38070,5,5,[69 72 78]
38071,5,5,73
38072,5,5,92
38073,5,5,91
38074,5,5,89
38075,5,5,[87 93]
38076,5,5,46
38077,5,5,86
38078,5,5,[29 31]
38079,5,5,90
38080,5,5,[86 87 88]
38081,5,5,[73 85]
38082,5,5,82
38083,5,5,90
38084,5,5,85
38085,5,5,37
38086,5,5,[25 61 79]
38087,5,5,[66 68 80]
38088,5,5,79
38089,5,5,37
38090,5,5,91
38091,5,5,81
38092,5,5,[59 69]
38093,5,5,85
38094,5,5,92
38095,5,5,55
38096,5,5,92
38097,5,5,[84 87 90]
38098,5,5,82
38099,5,5,[73 76]
38100,5,5,[57 63 64]
38101,5,5,90
38102,5,5,[45 71 74]
38103,5,5,89
38104,8,8,55
38105,8,7,[64 65]
38106,8,8,[70 73]
38107,8,5,[22 27]
38108,8,8,37
38109,8,6,[26 27]
38110,8,5,35
38111,8,5,68
38112,8,8,58
38113,8,[7 8],50
38114,8,8,80
38115,8,8,[38 48]
38116,8,5,50
38117,8,5,78
38118,8,18,25
38119,8,7,44
38120,8,5,57
38121,8,5,[22 24]
38122,8,5,47
38123,8,6,[47 48 49]
38124,8,15,28
38125,8,8,56
38126,8,5,71
38127,8,5,56
38128,8,8,53
38129,8,8,42
38130,8,8,[30 39 61]
38131,8,7,[50 52]
38132,8,[7 8],50
38133,8,6,[30 31]
38134,8,8,42
38135,8,8,32
38136,8,8,[33 51 57]
38137,8,8,[47 61]
38138,8,5,[40 54]
38139,8,16,25
38140,8,19,[20 25 27 35]
38141,8,8,35
38142,8,8,[37 74]
38143,8,8,77
38144,8,5,[49 60]
38145,8,8,69
38146,8,7,[31 54 56]
38147,8,8,[25 43]
38148,8,8,[37 53]
38149,8,5,37
38150,8,8,64
38151,8,7,[43 47 50]
38152,8,8,45
38153,8,7,42
38154,8,7,[54 55]
38155,8,7,56
38156,8,8,[35 42 49]
38157,8,8,41
38158,8,7,38
38159,8,8,72
38160,8,5,25
38161,8,8,65
38162,8,8,43
38163,8,7,[43 55]
38164,8,8,[25 30 34 42]
38165,8,7,[26 33]
38166,8,[5 8],59
38167,8,6,27
38168,8,7,47
38169,8,8,66
38170,8,8,39
38171,8,7,[44 47]
38172,8,7,47
38173,8,8,24
38174,8,8,48
38175,8,8,52
38176,8,8,[51 63 74]
38177,8,8,[46 49]
38178,8,5,50
38179,8,8,46
38180,8,8,51
38181,8,8,54
38182,8,7,[34 43]
38183,8,8,[50 53]
38184,8,8,[21 28 40 46 54 58 59 62 69 76]
38185,8,8,37
38186,8,8,30
38187,8,8,[33 40 49 63]
38188,8,7,[50 51 55]
38189,8,7,66
38190,8,6,[36 42]
38191,8,19,43
38192,8,7,49
38193,8,7,47
38194,8,8,[26 29 45 50 53 56]
38195,8,7,[56 62]
38196,8,8,[33 39 46 49 50 54 59 62 68]
38197,8,8,55
38198,8,7,[34 38 41]
38199,8,8,42
38200,8,8,56
38201,8,6,47
38202,8,8,51
38203,8,5,59
38204,8,7,48
38205,8,5,65
38206,8,7,45
38207,8,7,43
38208,8,8,45
38209,8,7,50
38210,8,5,39
38211,8,8,73
38212,8,8,[54 55]
38213,8,7,31
38214,8,8,62
38215,8,8,53
38216,8,8,[23 25 28 30 38 49 50 53 55 59 64 69]
38217,8,8,[62 64 66]
38218,8,7,[35 37 56]
38219,8,8,27
38220,8,7,43
38221,8,8,71
38222,8,8,[42 49 52 55 57 64]
38223,8,7,[29 30]
38224,8,6,42
38225,8,8,69
38226,8,6,33
38227,8,19,55
38228,8,5,[36 40]
38229,8,8,[69 72]
38230,8,8,55
38231,8,8,51
38232,8,7,[25 29 35 42]
38233,8,19,31
38234,8,5,[41 46 49 50 60]
38235,8,7,66
38236,8,8,[57 59]
38237,8,5,[20 24 26 34 37]
38238,8,8,44
38239,8,8,[46 47]
38240,8,8,[39 42 46]
38241,8,7,60
38242,8,8,[41 58]
38243,8,8,47
38244,8,7,57
38245,8,7,47
38246,8,8,46
38247,8,6,42
38248,8,8,[51 53 54]
38249,8,8,[68 72 74]
38250,8,7,[53 55 56]
38251,8,5,49
38252,8,8,51
38253,8,[17 22],[18 29]
38254,8,7,53
38255,8,8,[37 42 43]
38256,8,7,26
38257,8,7,[29 35 50]
38258,8,8,49
38259,8,8,70
38260,8,8,55
38261,8,8,65
38262,8,8,63
38263,8,8,52
38264,8,7,52
38265,8,8,[48 55 56 63 64 71]
38266,8,8,49
38267,8,19,21
38268,8,8,28
38269,8,8,[44 52]
38270,8,8,[33 38 45 49 52 59 62 66]
38271,8,8,53
38272,8,8,[48 49]
38273,8,[15 28],50
38274,8,5,[24 62]
38275,8,8,51
38276,8,5,40
38277,8,8,[29 34 35 36 41 50]
38278,8,[7 8],44
38279,8,[ 7 28],40
